NO.,Code,ShotCnt,AlarmDescription,StartTime,ResetTime
 ,5959,1,ERR_0F_TEMPERR,4/2/2019 8:59:10,4/2/2019 9:0:33
 ,5957,1,ERR_0F_TEMPERR,4/2/2019 8:59:10,4/2/2019 9:0:33
 ,5955,1,ERR_0F_TEMPERR,4/2/2019 8:59:10,4/2/2019 9:0:33
 ,5952,1,ERR_0F_TEMPERR,4/2/2019 8:59:10,4/2/2019 9:0:33
 ,5951,1,ERR_0F_TEMPERR,4/2/2019 8:59:10,4/2/2019 9:0:33
 ,5950,1,ERR_0F_TEMPERR,4/2/2019 8:59:9,4/2/2019 9:0:32
 ,5949,1,ERR_0F_TEMPERR,4/2/2019 8:59:9,4/2/2019 9:0:32
 ,5948,1,ERR_0F_TEMPERR,4/2/2019 8:59:9,4/2/2019 9:0:32
 ,5947,1,ERR_0F_TEMPERR,4/2/2019 8:59:9,4/2/2019 9:0:32
 ,5944,1,ERR_0F_TEMPERR,4/2/2019 8:59:4,4/2/2019 9:0:31
 ,5943,1,ERR_0F_TEMPERR,4/2/2019 8:59:4,4/2/2019 9:0:31
 ,5941,1,ERR_0F_TEMPERR,4/2/2019 8:59:4,4/2/2019 9:0:31
 ,5940,1,ERR_0F_TEMPERR,4/2/2019 8:59:3,4/2/2019 9:0:31
 ,5936,1,ERR_0F_TEMPERR,4/2/2019 8:59:3,4/2/2019 9:0:31
 ,5935,1,ERR_0F_TEMPERR,4/2/2019 8:59:3,4/2/2019 9:0:30
 ,5934,1,ERR_0F_TEMPERR,4/2/2019 8:59:3,4/2/2019 9:0:30
 ,5933,1,ERR_0F_TEMPERR,4/2/2019 8:59:3,4/2/2019 9:0:20
 ,6345,1,ERR_0F_TEMPERR,4/2/2019 8:59:3,4/2/2019 9:0:30
 ,5931,1,ERR_0F_TEMPERR,4/2/2019 8:59:3,4/2/2019 9:0:20
 ,5900,1,ERR_0F_TEMPERR,4/2/2019 8:58:56,4/2/2019 8:58:56
 ,5928,1,ERR_0F_TEMPERR,4/2/2019 8:51:19,4/2/2019 8:58:52
 ,5927,1,ERR_0F_TEMPERR,4/2/2019 8:51:18,4/2/2019 8:58:52
 ,5926,1,ERR_0F_TEMPERR,4/2/2019 8:51:18,4/2/2019 8:58:52
 ,6351,1,ERR_0F_TEMPERR,4/2/2019 8:51:18,4/2/2019 8:58:52
 ,5923,1,ERR_0F_TEMPERR,4/2/2019 8:51:18,4/2/2019 8:58:51
 ,5920,1,ERR_0F_TEMPERR,4/2/2019 8:51:18,4/2/2019 8:58:51
 ,5919,1,ERR_0F_TEMPERR,4/2/2019 8:51:18,4/2/2019 8:58:51
 ,5918,1,ERR_0F_TEMPERR,4/2/2019 8:51:17,4/2/2019 8:58:50
 ,5917,1,ERR_0F_TEMPERR,4/2/2019 8:51:17,4/2/2019 8:58:50
 ,5916,1,ERR_0F_TEMPERR,4/2/2019 8:51:17,4/2/2019 8:58:50
 ,5914,1,ERR_0F_TEMPERR,4/2/2019 8:51:17,4/2/2019 8:58:49
 ,5912,1,ERR_0F_TEMPERR,4/2/2019 8:49:25,4/2/2019 8:58:49
 ,5911,1,ERR_0F_TEMPERR,4/2/2019 8:49:25,4/2/2019 8:58:49
 ,5909,1,ERR_0F_TEMPERR,4/2/2019 8:49:25,4/2/2019 8:58:49
 ,5908,1,ERR_0F_TEMPERR,4/2/2019 8:49:25,4/2/2019 8:58:49
 ,5906,1,ERR_0F_TEMPERR,4/2/2019 8:49:25,4/2/2019 8:58:48
 ,5905,1,ERR_0F_TEMPERR,4/2/2019 8:49:25,4/2/2019 8:58:48
 ,5904,1,ERR_0F_TEMPERR,4/2/2019 8:49:24,4/2/2019 8:58:48
 ,5903,1,ERR_0F_TEMPERR,4/2/2019 8:49:24,4/2/2019 8:58:48
 ,5902,1,ERR_0F_TEMPERR,4/2/2019 8:49:24,4/2/2019 8:58:48
 ,5900,1,ERR_0F_TEMPERR,4/2/2019 8:49:24,4/2/2019 8:58:47
 ,5898,1,ERR_0F_TEMPERR,4/2/2019 8:49:24,4/2/2019 8:58:47
 ,5897,1,ERR_0F_TEMPERR,4/2/2019 8:49:24,4/2/2019 8:58:47
 ,6024,1,ERR_0F_TEMPERR,4/2/2019 8:49:18,4/2/2019 8:58:55
 ,6362,1,ERR_0F_TEMPERR,4/2/2019 8:49:18,4/2/2019 8:58:54
 ,6022,1,ERR_0F_TEMPERR,4/2/2019 8:49:18,4/2/2019 8:58:54
 ,6020,1,ERR_0F_TEMPERR,4/2/2019 8:49:18,4/2/2019 8:58:54
 ,6018,1,ERR_0F_TEMPERR,4/2/2019 8:49:18,4/2/2019 8:58:54
 ,6017,1,ERR_0F_TEMPERR,4/2/2019 8:49:18,4/2/2019 8:58:54
 ,6016,1,ERR_0F_TEMPERR,4/2/2019 8:49:18,4/2/2019 8:58:53
 ,6015,1,ERR_0F_TEMPERR,4/2/2019 8:49:17,4/2/2019 8:58:53
 ,6014,1,ERR_0F_TEMPERR,4/2/2019 8:49:17,4/2/2019 8:58:53
 ,6012,1,ERR_0F_TEMPERR,4/2/2019 8:49:17,4/2/2019 8:58:53
 ,6010,1,ERR_0F_TEMPERR,4/2/2019 8:49:17,4/2/2019 8:58:53
 ,6009,1,ERR_0F_TEMPERR,4/2/2019 8:49:17,4/2/2019 8:58:52
 ,5900,1,ERR_0F_TEMPERR,4/2/2019 8:48:55,4/2/2019 8:48:56
 ,6008,1,ERR_0F_TEMPERR,4/2/2019 8:48:37,4/2/2019 8:48:55
 ,6007,1,ERR_0F_TEMPERR,4/2/2019 8:48:37,4/2/2019 8:48:55
 ,6005,1,ERR_0F_TEMPERR,4/2/2019 8:48:37,4/2/2019 8:48:54
 ,6004,1,ERR_0F_TEMPERR,4/2/2019 8:48:37,4/2/2019 8:48:54
 ,6003,1,ERR_0F_TEMPERR,4/2/2019 8:48:36,4/2/2019 8:48:54
 ,6000,1,ERR_0F_TEMPERR,4/2/2019 8:48:36,4/2/2019 8:48:54
 ,5999,1,ERR_0F_TEMPERR,4/2/2019 8:48:36,4/2/2019 8:48:53
 ,5998,1,ERR_0F_TEMPERR,4/2/2019 8:48:36,4/2/2019 8:48:53
 ,5997,1,ERR_0F_TEMPERR,4/2/2019 8:48:36,4/2/2019 8:48:53
 ,5996,1,ERR_0F_TEMPERR,4/2/2019 8:48:36,4/2/2019 8:48:53
 ,5994,1,ERR_0F_TEMPERR,4/2/2019 8:48:35,4/2/2019 8:48:53
 ,5993,1,ERR_0F_TEMPERR,4/2/2019 8:48:35,4/2/2019 8:48:52
 ,5992,1,ERR_0F_TEMPERR,4/2/2019 8:48:27,4/2/2019 8:48:52
 ,5988,1,ERR_0F_TEMPERR,4/2/2019 8:48:27,4/2/2019 8:48:52
 ,5987,1,ERR_0F_TEMPERR,4/2/2019 8:48:27,4/2/2019 8:48:52
 ,5986,1,ERR_0F_TEMPERR,4/2/2019 8:48:27,4/2/2019 8:48:52
 ,5984,1,ERR_0F_TEMPERR,4/2/2019 8:48:26,4/2/2019 8:48:51
 ,5982,1,ERR_0F_TEMPERR,4/2/2019 8:48:26,4/2/2019 8:48:51
 ,5980,1,ERR_0F_TEMPERR,4/2/2019 8:48:26,4/2/2019 8:48:51
 ,5979,1,ERR_0F_TEMPERR,4/2/2019 8:48:26,4/2/2019 8:48:51
 ,5977,1,ERR_0F_TEMPERR,4/2/2019 8:48:26,4/2/2019 8:48:51
 ,5976,1,ERR_0F_TEMPERR,4/2/2019 8:48:24,4/2/2019 8:48:50
 ,5975,1,ERR_0F_TEMPERR,4/2/2019 8:48:24,4/2/2019 8:48:50
 ,5974,1,ERR_0F_TEMPERR,4/2/2019 8:48:24,4/2/2019 8:48:50
 ,5973,1,ERR_0F_TEMPERR,4/2/2019 8:48:24,4/2/2019 8:48:50
 ,5971,1,ERR_0F_TEMPERR,4/2/2019 8:48:24,4/2/2019 8:48:50
 ,5970,1,ERR_0F_TEMPERR,4/2/2019 8:48:24,4/2/2019 8:48:49
 ,5969,1,ERR_0F_TEMPERR,4/2/2019 8:48:23,4/2/2019 8:48:49
 ,5968,1,ERR_0F_TEMPERR,4/2/2019 8:48:23,4/2/2019 8:48:49
 ,5967,1,ERR_0F_TEMPERR,4/2/2019 8:48:23,4/2/2019 8:48:49
 ,5966,1,ERR_0F_TEMPERR,4/2/2019 8:48:23,4/2/2019 8:48:49
 ,5965,1,ERR_0F_TEMPERR,4/2/2019 8:48:23,4/2/2019 8:48:48
 ,5964,1,ERR_0F_TEMPERR,4/2/2019 8:48:23,4/2/2019 8:48:48
 ,5963,1,ERR_0F_TEMPERR,4/2/2019 8:48:23,4/2/2019 8:48:48
 ,5960,1,ERR_0F_TEMPERR,4/2/2019 8:48:20,4/2/2019 8:48:48
 ,5959,1,ERR_0F_TEMPERR,4/2/2019 8:48:20,4/2/2019 8:48:47
 ,5957,1,ERR_0F_TEMPERR,4/2/2019 8:48:20,4/2/2019 8:48:47
 ,5954,1,ERR_0F_TEMPERR,4/2/2019 8:48:20,4/2/2019 8:48:47
 ,5953,1,ERR_0F_TEMPERR,4/2/2019 8:48:19,4/2/2019 8:48:47
 ,5952,1,ERR_0F_TEMPERR,4/2/2019 8:48:19,4/2/2019 8:48:47
 ,5951,1,ERR_0F_TEMPERR,4/2/2019 8:48:19,4/2/2019 8:48:46
 ,5950,1,ERR_0F_TEMPERR,4/2/2019 8:48:19,4/2/2019 8:48:46
 ,5949,1,ERR_0F_TEMPERR,4/2/2019 8:48:19,4/2/2019 8:48:46
 ,5948,1,ERR_0F_TEMPERR,4/2/2019 8:48:19,4/2/2019 8:48:46
 ,5947,1,ERR_0F_TEMPERR,4/2/2019 8:48:19,4/2/2019 8:48:46
 ,5944,1,ERR_0F_TEMPERR,4/2/2019 8:48:16,4/2/2019 8:48:45
 ,5943,1,ERR_0F_TEMPERR,4/2/2019 8:48:16,4/2/2019 8:48:45
 ,5941,1,ERR_0F_TEMPERR,4/2/2019 8:48:16,4/2/2019 8:48:45
 ,5940,1,ERR_0F_TEMPERR,4/2/2019 8:48:16,4/2/2019 8:48:45
 ,6377,1,ERR_0F_TEMPERR,4/2/2019 8:48:16,4/2/2019 8:48:45
 ,5936,1,ERR_0F_TEMPERR,4/2/2019 8:48:15,4/2/2019 8:48:44
 ,5935,1,ERR_0F_TEMPERR,4/2/2019 8:48:15,4/2/2019 8:48:44
 ,5934,1,ERR_0F_TEMPERR,4/2/2019 8:48:15,4/2/2019 8:48:44
 ,5933,1,ERR_0F_TEMPERR,4/2/2019 8:48:15,4/2/2019 8:48:44
 ,6345,1,ERR_0F_TEMPERR,4/2/2019 8:48:15,4/2/2019 8:48:44
 ,5931,1,ERR_0F_TEMPERR,4/2/2019 8:48:15,4/2/2019 8:48:43
 ,5928,1,ERR_0F_TEMPERR,4/2/2019 8:48:12,4/2/2019 8:48:43
 ,5927,1,ERR_0F_TEMPERR,4/2/2019 8:48:12,4/2/2019 8:48:43
 ,5926,1,ERR_0F_TEMPERR,4/2/2019 8:48:12,4/2/2019 8:48:43
 ,5925,1,ERR_0F_TEMPERR,4/2/2019 8:48:11,4/2/2019 8:48:43
 ,6351,1,ERR_0F_TEMPERR,4/2/2019 8:48:11,4/2/2019 8:48:42
 ,5923,1,ERR_0F_TEMPERR,4/2/2019 8:48:11,4/2/2019 8:48:42
 ,5920,1,ERR_0F_TEMPERR,4/2/2019 8:48:11,4/2/2019 8:48:42
 ,5919,1,ERR_0F_TEMPERR,4/2/2019 8:48:11,4/2/2019 8:48:42
 ,5918,1,ERR_0F_TEMPERR,4/2/2019 8:48:11,4/2/2019 8:48:42
 ,5917,1,ERR_0F_TEMPERR,4/2/2019 8:48:11,4/2/2019 8:48:41
 ,5916,1,ERR_0F_TEMPERR,4/2/2019 8:48:10,4/2/2019 8:48:41
 ,5915,1,ERR_0F_TEMPERR,4/2/2019 8:48:10,4/2/2019 8:48:41
 ,5912,1,ERR_0F_TEMPERR,4/2/2019 8:48:3,4/2/2019 8:48:41
 ,5911,1,ERR_0F_TEMPERR,4/2/2019 8:48:3,4/2/2019 8:48:40
 ,5910,1,ERR_0F_TEMPERR,4/2/2019 8:48:2,4/2/2019 8:48:40
 ,5909,1,ERR_0F_TEMPERR,4/2/2019 8:48:2,4/2/2019 8:48:40
 ,5908,1,ERR_0F_TEMPERR,4/2/2019 8:48:2,4/2/2019 8:48:40
 ,5907,1,ERR_0F_TEMPERR,4/2/2019 8:48:2,4/2/2019 8:48:40
 ,5904,1,ERR_0F_TEMPERR,4/2/2019 8:48:2,4/2/2019 8:48:39
 ,5903,1,ERR_0F_TEMPERR,4/2/2019 8:48:2,4/2/2019 8:48:39
 ,5902,1,ERR_0F_TEMPERR,4/2/2019 8:48:2,4/2/2019 8:48:39
 ,5901,1,ERR_0F_TEMPERR,4/2/2019 8:48:1,4/2/2019 8:48:39
 ,5900,1,ERR_0F_TEMPERR,4/2/2019 8:48:1,4/2/2019 8:48:39
 ,5898,1,ERR_0F_TEMPERR,4/2/2019 8:48:1,4/2/2019 8:48:38
 ,5897,1,ERR_0F_TEMPERR,4/2/2019 8:48:1,4/2/2019 8:48:38
 ,6018,1,ERR_0F_TEMPERR,4/2/2019 8:47:3,4/2/2019 8:47:22
 ,6017,1,ERR_0F_TEMPERR,4/2/2019 8:47:3,4/2/2019 8:47:22
 ,6010,1,ERR_0F_TEMPERR,4/2/2019 8:47:2,4/2/2019 8:47:21
 ,6009,1,ERR_0F_TEMPERR,4/2/2019 8:47:2,4/2/2019 8:47:21
 ,6002,1,ERR_0F_TEMPERR,4/2/2019 8:46:58,4/2/2019 8:47:20
 ,6001,1,ERR_0F_TEMPERR,4/2/2019 8:46:58,4/2/2019 8:47:20
 ,5994,1,ERR_0F_TEMPERR,4/2/2019 8:46:58,4/2/2019 8:47:19
 ,5993,1,ERR_0F_TEMPERR,4/2/2019 8:46:58,4/2/2019 8:47:18
 ,5992,1,ERR_0F_TEMPERR,4/2/2019 8:46:55,4/2/2019 8:47:18
 ,5991,1,ERR_0F_TEMPERR,4/2/2019 8:46:55,4/2/2019 8:47:18
 ,5990,1,ERR_0F_TEMPERR,4/2/2019 8:46:55,4/2/2019 8:47:18
 ,5989,1,ERR_0F_TEMPERR,4/2/2019 8:46:54,4/2/2019 8:47:18
 ,5988,1,ERR_0F_TEMPERR,4/2/2019 8:46:54,4/2/2019 8:47:17
 ,5987,1,ERR_0F_TEMPERR,4/2/2019 8:46:54,4/2/2019 8:47:17
 ,5984,1,ERR_0F_TEMPERR,4/2/2019 8:46:54,4/2/2019 8:47:17
 ,5983,1,ERR_0F_TEMPERR,4/2/2019 8:46:54,4/2/2019 8:47:17
 ,5982,1,ERR_0F_TEMPERR,4/2/2019 8:46:54,4/2/2019 8:47:17
 ,5981,1,ERR_0F_TEMPERR,4/2/2019 8:46:54,4/2/2019 8:47:16
 ,5980,1,ERR_0F_TEMPERR,4/2/2019 8:46:54,4/2/2019 8:47:16
 ,5978,1,ERR_0F_TEMPERR,4/2/2019 8:46:53,4/2/2019 8:47:16
 ,5977,1,ERR_0F_TEMPERR,4/2/2019 8:46:53,4/2/2019 8:47:16
 ,5976,1,ERR_0F_TEMPERR,4/2/2019 8:46:50,4/2/2019 8:47:16
 ,5975,1,ERR_0F_TEMPERR,4/2/2019 8:46:50,4/2/2019 8:47:15
 ,5974,1,ERR_0F_TEMPERR,4/2/2019 8:46:50,4/2/2019 8:47:15
 ,5972,1,ERR_0F_TEMPERR,4/2/2019 8:46:49,4/2/2019 8:47:15
 ,5970,1,ERR_0F_TEMPERR,4/2/2019 8:46:49,4/2/2019 8:47:15
 ,5968,1,ERR_0F_TEMPERR,4/2/2019 8:46:49,4/2/2019 8:47:15
 ,5967,1,ERR_0F_TEMPERR,4/2/2019 8:46:49,4/2/2019 8:47:14
 ,5966,1,ERR_0F_TEMPERR,4/2/2019 8:46:49,4/2/2019 8:47:14
 ,5964,1,ERR_0F_TEMPERR,4/2/2019 8:46:49,4/2/2019 8:47:14
 ,5962,1,ERR_0F_TEMPERR,4/2/2019 8:46:49,4/2/2019 8:47:14
 ,5961,1,ERR_0F_TEMPERR,4/2/2019 8:46:48,4/2/2019 8:47:14
 ,5960,1,ERR_0F_TEMPERR,4/2/2019 8:46:46,4/2/2019 8:47:13
 ,5955,1,ERR_0F_TEMPERR,4/2/2019 8:46:46,4/2/2019 8:47:13
 ,5954,1,ERR_0F_TEMPERR,4/2/2019 8:46:46,4/2/2019 8:47:13
 ,5952,1,ERR_0F_TEMPERR,4/2/2019 8:46:46,4/2/2019 8:47:13
 ,5950,1,ERR_0F_TEMPERR,4/2/2019 8:46:45,4/2/2019 8:47:13
 ,5948,1,ERR_0F_TEMPERR,4/2/2019 8:46:45,4/2/2019 8:47:12
 ,5947,1,ERR_0F_TEMPERR,4/2/2019 8:46:45,4/2/2019 8:47:12
 ,5946,1,ERR_0F_TEMPERR,4/2/2019 8:46:45,4/2/2019 8:47:12
 ,5944,1,ERR_0F_TEMPERR,4/2/2019 8:46:43,4/2/2019 8:47:12
 ,5943,1,ERR_0F_TEMPERR,4/2/2019 8:46:43,4/2/2019 8:47:12
 ,5941,1,ERR_0F_TEMPERR,4/2/2019 8:46:43,4/2/2019 8:47:11
 ,5940,1,ERR_0F_TEMPERR,4/2/2019 8:46:43,4/2/2019 8:47:11
 ,5936,1,ERR_0F_TEMPERR,4/2/2019 8:46:43,4/2/2019 8:47:11
 ,5935,1,ERR_0F_TEMPERR,4/2/2019 8:46:43,4/2/2019 8:47:11
 ,5934,1,ERR_0F_TEMPERR,4/2/2019 8:46:42,4/2/2019 8:47:11
 ,5933,1,ERR_0F_TEMPERR,4/2/2019 8:46:42,4/2/2019 8:47:10
 ,6345,1,ERR_0F_TEMPERR,4/2/2019 8:46:42,4/2/2019 8:47:10
 ,5931,1,ERR_0F_TEMPERR,4/2/2019 8:46:42,4/2/2019 8:47:10
 ,5928,1,ERR_0F_TEMPERR,4/2/2019 8:46:38,4/2/2019 8:47:10
 ,5927,1,ERR_0F_TEMPERR,4/2/2019 8:46:38,4/2/2019 8:47:10
 ,5926,1,ERR_0F_TEMPERR,4/2/2019 8:46:38,4/2/2019 8:47:9
 ,5925,1,ERR_0F_TEMPERR,4/2/2019 8:46:38,4/2/2019 8:47:9
 ,5923,1,ERR_0F_TEMPERR,4/2/2019 8:46:38,4/2/2019 8:47:9
 ,5922,1,ERR_0F_TEMPERR,4/2/2019 8:46:38,4/2/2019 8:47:9
 ,5921,1,ERR_0F_TEMPERR,4/2/2019 8:46:38,4/2/2019 8:47:9
 ,5920,1,ERR_0F_TEMPERR,4/2/2019 8:46:37,4/2/2019 8:47:8
 ,5919,1,ERR_0F_TEMPERR,4/2/2019 8:46:37,4/2/2019 8:47:8
 ,5918,1,ERR_0F_TEMPERR,4/2/2019 8:46:37,4/2/2019 8:47:8
 ,5917,1,ERR_0F_TEMPERR,4/2/2019 8:46:37,4/2/2019 8:47:8
 ,5916,1,ERR_0F_TEMPERR,4/2/2019 8:46:37,4/2/2019 8:47:8
 ,5914,1,ERR_0F_TEMPERR,4/2/2019 8:46:37,4/2/2019 8:47:7
 ,5913,1,ERR_0F_TEMPERR,4/2/2019 8:46:37,4/2/2019 8:47:7
 ,5912,1,ERR_0F_TEMPERR,4/2/2019 8:46:35,4/2/2019 8:47:7
 ,5911,1,ERR_0F_TEMPERR,4/2/2019 8:46:35,4/2/2019 8:47:7
 ,5910,1,ERR_0F_TEMPERR,4/2/2019 8:46:34,4/2/2019 8:47:7
 ,5909,1,ERR_0F_TEMPERR,4/2/2019 8:46:34,4/2/2019 8:47:6
 ,5908,1,ERR_0F_TEMPERR,4/2/2019 8:46:34,4/2/2019 8:47:6
 ,5907,1,ERR_0F_TEMPERR,4/2/2019 8:46:34,4/2/2019 8:47:6
 ,5904,1,ERR_0F_TEMPERR,4/2/2019 8:46:34,4/2/2019 8:47:6
 ,5903,1,ERR_0F_TEMPERR,4/2/2019 8:46:34,4/2/2019 8:47:6
 ,5902,1,ERR_0F_TEMPERR,4/2/2019 8:46:34,4/2/2019 8:47:5
 ,5901,1,ERR_0F_TEMPERR,4/2/2019 8:46:33,4/2/2019 8:47:5
 ,5900,1,ERR_0F_TEMPERR,4/2/2019 8:46:33,4/2/2019 8:47:5
 ,5898,1,ERR_0F_TEMPERR,4/2/2019 8:46:33,4/2/2019 8:47:5
 ,5897,1,ERR_0F_TEMPERR,4/2/2019 8:46:33,4/2/2019 8:47:5
 ,6024,1,ERR_0F_TEMPERR,4/2/2019 8:46:28,4/2/2019 8:47:23
 ,6362,1,ERR_0F_TEMPERR,4/2/2019 8:46:28,4/2/2019 8:47:23
 ,6022,1,ERR_0F_TEMPERR,4/2/2019 8:46:27,4/2/2019 8:47:23
 ,6021,1,ERR_0F_TEMPERR,4/2/2019 8:46:27,4/2/2019 8:47:3
 ,6020,1,ERR_0F_TEMPERR,4/2/2019 8:46:27,4/2/2019 8:47:23
 ,6019,1,ERR_0F_TEMPERR,4/2/2019 8:46:27,4/2/2019 8:47:3
 ,6016,1,ERR_0F_TEMPERR,4/2/2019 8:46:27,4/2/2019 8:47:22
 ,6015,1,ERR_0F_TEMPERR,4/2/2019 8:46:27,4/2/2019 8:47:22
 ,6014,1,ERR_0F_TEMPERR,4/2/2019 8:46:27,4/2/2019 8:47:22
 ,6013,1,ERR_0F_TEMPERR,4/2/2019 8:46:26,4/2/2019 8:47:2
 ,6012,1,ERR_0F_TEMPERR,4/2/2019 8:46:26,4/2/2019 8:47:21
 ,6011,1,ERR_0F_TEMPERR,4/2/2019 8:46:26,4/2/2019 8:47:2
 ,6008,1,ERR_0F_TEMPERR,4/2/2019 8:46:22,4/2/2019 8:47:21
 ,6007,1,ERR_0F_TEMPERR,4/2/2019 8:46:22,4/2/2019 8:47:21
 ,6005,1,ERR_0F_TEMPERR,4/2/2019 8:46:22,4/2/2019 8:47:20
 ,6004,1,ERR_0F_TEMPERR,4/2/2019 8:46:21,4/2/2019 8:46:58
 ,6003,1,ERR_0F_TEMPERR,4/2/2019 8:46:21,4/2/2019 8:47:20
 ,6000,1,ERR_0F_TEMPERR,4/2/2019 8:46:21,4/2/2019 8:47:20
 ,5999,1,ERR_0F_TEMPERR,4/2/2019 8:46:21,4/2/2019 8:47:19
 ,5998,1,ERR_0F_TEMPERR,4/2/2019 8:46:21,4/2/2019 8:47:19
 ,5997,1,ERR_0F_TEMPERR,4/2/2019 8:46:21,4/2/2019 8:47:19
 ,5996,1,ERR_0F_TEMPERR,4/2/2019 8:46:21,4/2/2019 8:47:19
 ,5995,1,ERR_0F_TEMPERR,4/2/2019 8:46:20,4/2/2019 8:46:58
 ,5992,1,ERR_0F_TEMPERR,4/2/2019 8:46:3,4/2/2019 8:46:14
 ,5988,1,ERR_0F_TEMPERR,4/2/2019 8:46:3,4/2/2019 8:46:14
 ,5987,1,ERR_0F_TEMPERR,4/2/2019 8:46:3,4/2/2019 8:46:14
 ,5985,1,ERR_0F_TEMPERR,4/2/2019 8:46:3,4/2/2019 8:46:14
 ,5984,1,ERR_0F_TEMPERR,4/2/2019 8:46:3,4/2/2019 8:46:13
 ,5982,1,ERR_0F_TEMPERR,4/2/2019 8:46:3,4/2/2019 8:46:13
 ,5981,1,ERR_0F_TEMPERR,4/2/2019 8:46:2,4/2/2019 8:46:13
 ,5979,1,ERR_0F_TEMPERR,4/2/2019 8:46:2,4/2/2019 8:46:13
 ,5978,1,ERR_0F_TEMPERR,4/2/2019 8:46:2,4/2/2019 8:46:13
 ,5977,1,ERR_0F_TEMPERR,4/2/2019 8:46:2,4/2/2019 8:46:12
 ,5976,1,ERR_0F_TEMPERR,4/2/2019 8:46:1,4/2/2019 8:46:12
 ,5975,1,ERR_0F_TEMPERR,4/2/2019 8:46:0,4/2/2019 8:46:12
 ,5974,1,ERR_0F_TEMPERR,4/2/2019 8:46:0,4/2/2019 8:46:12
 ,5973,1,ERR_0F_TEMPERR,4/2/2019 8:46:0,4/2/2019 8:46:12
 ,5972,1,ERR_0F_TEMPERR,4/2/2019 8:46:0,4/2/2019 8:46:11
 ,5970,1,ERR_0F_TEMPERR,4/2/2019 8:46:0,4/2/2019 8:46:11
 ,5969,1,ERR_0F_TEMPERR,4/2/2019 8:46:0,4/2/2019 8:46:11
 ,5968,1,ERR_0F_TEMPERR,4/2/2019 8:46:0,4/2/2019 8:46:11
 ,5967,1,ERR_0F_TEMPERR,4/2/2019 8:45:59,4/2/2019 8:46:11
 ,5966,1,ERR_0F_TEMPERR,4/2/2019 8:45:59,4/2/2019 8:46:11
 ,5964,1,ERR_0F_TEMPERR,4/2/2019 8:45:59,4/2/2019 8:46:10
 ,5962,1,ERR_0F_TEMPERR,4/2/2019 8:45:59,4/2/2019 8:46:10
 ,5961,1,ERR_0F_TEMPERR,4/2/2019 8:45:59,4/2/2019 8:46:10
 ,5960,1,ERR_0F_TEMPERR,4/2/2019 8:45:56,4/2/2019 8:46:10
 ,5959,1,ERR_0F_TEMPERR,4/2/2019 8:45:56,4/2/2019 8:46:10
 ,5957,1,ERR_0F_TEMPERR,4/2/2019 8:45:56,4/2/2019 8:46:9
 ,5954,1,ERR_0F_TEMPERR,4/2/2019 8:45:56,4/2/2019 8:46:9
 ,5953,1,ERR_0F_TEMPERR,4/2/2019 8:45:56,4/2/2019 8:46:9
 ,5952,1,ERR_0F_TEMPERR,4/2/2019 8:45:56,4/2/2019 8:46:9
 ,5951,1,ERR_0F_TEMPERR,4/2/2019 8:45:56,4/2/2019 8:46:9
 ,5950,1,ERR_0F_TEMPERR,4/2/2019 8:45:55,4/2/2019 8:46:8
 ,5949,1,ERR_0F_TEMPERR,4/2/2019 8:45:55,4/2/2019 8:46:8
 ,5948,1,ERR_0F_TEMPERR,4/2/2019 8:45:55,4/2/2019 8:46:8
 ,5947,1,ERR_0F_TEMPERR,4/2/2019 8:45:55,4/2/2019 8:46:8
 ,5944,1,ERR_0F_TEMPERR,4/2/2019 8:45:52,4/2/2019 8:46:8
 ,5943,1,ERR_0F_TEMPERR,4/2/2019 8:45:52,4/2/2019 8:46:7
 ,5941,1,ERR_0F_TEMPERR,4/2/2019 8:45:52,4/2/2019 8:46:7
 ,5940,1,ERR_0F_TEMPERR,4/2/2019 8:45:52,4/2/2019 8:46:7
 ,5936,1,ERR_0F_TEMPERR,4/2/2019 8:45:52,4/2/2019 8:46:7
 ,5935,1,ERR_0F_TEMPERR,4/2/2019 8:45:51,4/2/2019 8:46:7
 ,5934,1,ERR_0F_TEMPERR,4/2/2019 8:45:51,4/2/2019 8:46:6
 ,5933,1,ERR_0F_TEMPERR,4/2/2019 8:45:51,4/2/2019 8:46:6
 ,6345,1,ERR_0F_TEMPERR,4/2/2019 8:45:51,4/2/2019 8:46:6
 ,5928,1,ERR_0F_TEMPERR,4/2/2019 8:45:47,4/2/2019 8:46:6
 ,5927,1,ERR_0F_TEMPERR,4/2/2019 8:45:47,4/2/2019 8:46:6
 ,5926,1,ERR_0F_TEMPERR,4/2/2019 8:45:47,4/2/2019 8:46:6
 ,5925,1,ERR_0F_TEMPERR,4/2/2019 8:45:47,4/2/2019 8:46:5
 ,6351,1,ERR_0F_TEMPERR,4/2/2019 8:45:47,4/2/2019 8:46:5
 ,5923,1,ERR_0F_TEMPERR,4/2/2019 8:45:46,4/2/2019 8:46:5
 ,5920,1,ERR_0F_TEMPERR,4/2/2019 8:45:46,4/2/2019 8:46:5
 ,5919,1,ERR_0F_TEMPERR,4/2/2019 8:45:46,4/2/2019 8:46:5
 ,5918,1,ERR_0F_TEMPERR,4/2/2019 8:45:46,4/2/2019 8:46:4
 ,5917,1,ERR_0F_TEMPERR,4/2/2019 8:45:46,4/2/2019 8:46:4
